;Unnamed: 0;Tweet;Emosi;step01;tokens;tokens_perbaikan;final_tokens;step02;ProcessedText
22;22.0;Profil Operasional Bandara AP II di Tengah Pandemi COVID-19;1.0;profil operasional bandara ap ii di tengah pandemi covid number;['profil', 'operasional', 'bandara', 'ap', 'ii', 'di', 'tengah', 'pandemi', 'covid', 'number'];['profil', 'operasional', 'bandara', 'ap', 'ii', 'di', 'tengah', 'pandemi', 'covid', 'number'];['profil', 'operasional', 'bandara', 'ap', 'ii', 'di', 'tengah', 'pandemi', 'covid', 'number'];profil operasional bandara ap ii di tengah pandemi covid number;profil operasional bandara ap ii tengah pandemi covid number
23;23.0;Btw long weekend ni pada mau kemana... Dulu sebelum ada nya si covid 19 ini long weekend itu yang paling di nanti .., eh skrng mah beneran panjang libur nya di kasih enak dirumah malah ngedumel bae (DASAR AKU);-1.0;btw long weekend ni pada mau kemana dulu sebelum ada nya si covid number ini long weekend itu yang paling di nanti eh skrng mah beneran panjang libur nya di kasih enak dirumah malah ngedumel bae dasar aku;['btw', 'long', 'weekend', 'ni', 'pada', 'mau', 'kemana', 'dulu', 'sebelum', 'ada', 'nya', 'si', 'covid', 'number', 'ini', 'long', 'weekend', 'itu', 'yang', 'paling', 'di', 'nanti', 'eh', 'skrng', 'mah', 'beneran', 'panjang', 'libur', 'nya', 'di', 'kasih', 'enak', 'dirumah', 'malah', 'ngedumel', 'bae', 'dasar', 'aku'];['eh', 'long', 'weekend', 'ini', 'pada', 'mau', 'kemana', 'dulu', 'sebelum', 'ada', 'nya', 'sih', 'covid', 'number', 'ini', 'long', 'weekend', 'itu', 'yang', 'paling', 'di', 'nanti', 'eh', 'sekarang', 'mah', 'serius', 'panjang', 'libur', 'nya', 'di', 'kasih', 'enak', 'dirumah', 'malah', 'ngedumel', 'bae', 'dasar', 'aku'];['eh', 'long', 'weekend', 'ini', 'pada', 'mau', 'kemana', 'dulu', 'sebelum', 'ada', 'nya', 'sih', 'covid', 'number', 'ini', 'long', 'weekend', 'itu', 'yang', 'paling', 'di', 'nanti', 'eh', 'sekarang', 'mah', 'serius', 'panjang', 'libur', 'nya', 'di', 'kasih', 'enak', 'dirumah', 'malah', 'ngedumel', 'bae', 'dasar', 'aku'];eh long weekend ini pada mau kemana dulu sebelum ada nya sih covid number ini long weekend itu yang paling di nanti eh sekarang mah serius panjang libur nya di kasih enak dirumah malah ngedumel bae dasar aku;long weekend pada mau dulu ada sih covid number long weekend yang paling nanti sekarang serius panjang libur di kasih enak rumah malah ngedumel bae dasar aku
24;24.0;Hallo dan mau laporkan adanya kegiatan yang melanggar ketentuan tentang jaga jarak selama wabah covid-19 kemana ya?;-2.0;hallo dan mau laporkan adanya kegiatan yang melanggar ketentuan tentang jaga jarak selama wabah covid number kemana ya;['hallo', 'dan', 'mau', 'laporkan', 'adanya', 'kegiatan', 'yang', 'melanggar', 'ketentuan', 'tentang', 'jaga', 'jarak', 'selama', 'wabah', 'covid', 'number', 'kemana', 'ya'];['hallo', 'dan', 'mau', 'laporkan', 'adanya', 'kegiatan', 'yang', 'melanggar', 'ketentuan', 'tentang', 'jaga', 'jarak', 'selama', 'wabah', 'covid', 'number', 'kemana', 'iya'];['hallo', 'dan', 'mau', 'laporkan', 'adanya', 'kegiatan', 'yang', 'melanggar', 'ketentuan', 'tentang', 'jaga', 'jarak', 'selama', 'wabah', 'covid', 'number', 'kemana', 'iya'];hallo dan mau laporkan adanya kegiatan yang melanggar ketentuan tentang jaga jarak selama wabah covid number kemana iya;hallo mau lapor ada giat langgar tentu jaga jarak lama wabah covid number iya
25;25.0;Hei guys, gw mau ngajak kalian untuk agar pandemik covid-19 ini lekas hilang. Aamiin.Gimana?? Kurangin dah tuh nongki2, halan2, atau segala aktivitas diluar ruangan. Yuk belajar utbk aja, tau sendirikan pesaing lo tuh buanyak banget. Yok ;1.0;hei guys gw mau ngajak kalian untuk agar pandemik covid number ini lekas hilang aamiin gimana kurangin dah tuh nongki2 halan2 atau segala aktivitas diluar ruangan yuk belajar utbk aja tau sendirikan pesaing lo tuh buanyak banget yok;['hei', 'guys', 'gw', 'mau', 'ngajak', 'kalian', 'untuk', 'agar', 'pandemik', 'covid', 'number', 'ini', 'lekas', 'hilang', 'aamiin', 'gimana', 'kurangin', 'dah', 'tuh', 'nongki2', 'halan2', 'atau', 'segala', 'aktivitas', 'diluar', 'ruangan', 'yuk', 'belajar', 'utbk', 'aja', 'tau', 'sendirikan', 'pesaing', 'lo', 'tuh', 'buanyak', 'banget', 'yok'];['hei', 'guys', 'saya', 'mau', 'ngajak', 'kalian', 'untuk', 'agar', 'pandemik', 'covid', 'number', 'ini', 'lekas', 'hilang', 'semoga', 'bagaimana', 'kurangin', 'sudah', 'itu', 'nongki2', 'halan2', 'atau', 'segala', 'aktivitas', 'diluar', 'ruangan', 'ayo', 'belajar', 'utbk', 'saja', 'tau', 'sendirikan', 'pesaing', 'lo', 'itu', 'buanyak', 'banget', 'yok'];['hei', 'guys', 'saya', 'mau', 'ngajak', 'kalian', 'untuk', 'agar', 'pandemik', 'covid', 'number', 'ini', 'lekas', 'hilang', 'semoga', 'bagaimana', 'kurangin', 'sudah', 'itu', 'nongki2', 'halan2', 'atau', 'segala', 'aktivitas', 'diluar', 'ruangan', 'ayo', 'belajar', 'utbk', 'saja', 'tau', 'sendirikan', 'pesaing', 'lo', 'itu', 'buanyak', 'banget', 'yok'];hei guys saya mau ngajak kalian untuk agar pandemik covid number ini lekas hilang semoga bagaimana kurangin sudah itu nongki2 halan2 atau segala aktivitas diluar ruangan ayo belajar utbk saja tau sendirikan pesaing lo itu buanyak banget yok;hei guys mau ngajak kalian agar pandemik covid number lekas hilang moga bagaimana rangin nongki2 halan2 segala aktivitas luar ruang ayo ajar utbk tau sendiri saing lo itu buanyak banget yok
26;26.0;JANGAN ADA DUSTA DIANTARA KITA: Kisah Pilu Dokter Menangani Pasien Yang Ternyata Positif Covid-19;-1.0;jangan ada dusta diantara kita kisah pilu dokter menangani pasien yang ternyata positif covid number;['jangan', 'ada', 'dusta', 'diantara', 'kita', 'kisah', 'pilu', 'dokter', 'menangani', 'pasien', 'yang', 'ternyata', 'positif', 'covid', 'number'];['jangan', 'ada', 'dusta', 'diantara', 'kita', 'kisah', 'pilu', 'dokter', 'menangani', 'pasien', 'yang', 'ternyata', 'positif', 'covid', 'number'];['jangan', 'ada', 'dusta', 'diantara', 'kita', 'kisah', 'pilu', 'dokter', 'menangani', 'pasien', 'yang', 'ternyata', 'positif', 'covid', 'number'];jangan ada dusta diantara kita kisah pilu dokter menangani pasien yang ternyata positif covid number;jangan dusta antara kisah pilu dokter tangan pasien nyata positif covid number
27;27.0;COVID-19 Telah Bermutasi? Ada Gelombang Kedua Virus Corona;1.0;covid number telah bermutasi ada gelombang kedua virus corona;['covid', 'number', 'telah', 'bermutasi', 'ada', 'gelombang', 'kedua', 'virus', 'corona'];['covid', 'number', 'telah', 'bermutasi', 'ada', 'gelombang', 'kedua', 'virus', 'corona'];['covid', 'number', 'telah', 'bermutasi', 'ada', 'gelombang', 'kedua', 'virus', 'corona'];covid number telah bermutasi ada gelombang kedua virus corona;covid number mutasi gelombang dua virus corona
28;28.0;Salam Jumaat.. Ya Allah kami menadah tangan minta keampunan pada mu dan berserah diri dengan mu dan berilah kekuatan dan kesihatan yang baik.. Jauhilah kami dari segala penyakit berjangkit covid 19 dan hamba mu yang sedang berjuang kesakitan yang berada di hospital..;-1.0;salam jumaat ya allah kami menadah tangan minta keampunan pada mu dan berserah diri dengan mu dan berilah kekuatan dan kesihatan yang baik jauhilah kami dari segala penyakit berjangkit covid number dan hamba mu yang sedang berjuang kesakitan yang berada di hospital;['salam', 'jumaat', 'ya', 'allah', 'kami', 'menadah', 'tangan', 'minta', 'keampunan', 'pada', 'mu', 'dan', 'berserah', 'diri', 'dengan', 'mu', 'dan', 'berilah', 'kekuatan', 'dan', 'kesihatan', 'yang', 'baik', 'jauhilah', 'kami', 'dari', 'segala', 'penyakit', 'berjangkit', 'covid', 'number', 'dan', 'hamba', 'mu', 'yang', 'sedang', 'berjuang', 'kesakitan', 'yang', 'berada', 'di', 'hospital'];['salam', 'jumaat', 'iya', 'allah', 'kami', 'menadah', 'tangan', 'minta', 'keampunan', 'pada', 'mu', 'dan', 'berserah', 'diri', 'dengan', 'mu', 'dan', 'berilah', 'kekuatan', 'dan', 'kesihatan', 'yang', 'baik', 'jauhilah', 'kami', 'dari', 'segala', 'penyakit', 'berjangkit', 'covid', 'number', 'dan', 'hamba', 'mu', 'yang', 'sedang', 'berjuang', 'kesakitan', 'yang', 'berada', 'di', 'hospital'];['salam', 'jumaat', 'iya', 'allah', 'kami', 'menadah', 'tangan', 'minta', 'keampunan', 'pada', 'mu', 'dan', 'berserah', 'diri', 'dengan', 'mu', 'dan', 'berilah', 'kekuatan', 'dan', 'kesihatan', 'yang', 'baik', 'jauhilah', 'kami', 'dari', 'segala', 'penyakit', 'berjangkit', 'covid', 'number', 'dan', 'hamba', 'mu', 'yang', 'sedang', 'berjuang', 'kesakitan', 'yang', 'berada', 'di', 'hospital'];salam jumaat iya allah kami menadah tangan minta keampunan pada mu dan berserah diri dengan mu dan berilah kekuatan dan kesihatan yang baik jauhilah kami dari segala penyakit berjangkit covid number dan hamba mu yang sedang berjuang kesakitan yang berada di hospital;salam jumaat iya allah tadah tangan minta ampun mu serah diri mu ilah kuat kesihatan baik jauh dari segala sakit jangkit covid number hamba mu sedang juang sakit ada hospital
29;29.0;Saya kuatir test Covid-19 belum menyeluruh Tau2 nanti ada korban tergeletak mati suspek corona Ngeri;-1.0;saya kuatir test covid number belum menyeluruh tau2 nanti ada korban tergeletak mati suspek corona ngeri;['saya', 'kuatir', 'test', 'covid', 'number', 'belum', 'menyeluruh', 'tau2', 'nanti', 'ada', 'korban', 'tergeletak', 'mati', 'suspek', 'corona', 'ngeri'];['saya', 'khawatir', 'test', 'covid', 'number', 'belum', 'menyeluruh', 'tau2', 'nanti', 'ada', 'korban', 'tergeletak', 'mati', 'suspek', 'corona', 'ngeri'];['saya', 'khawatir', 'test', 'covid', 'number', 'belum', 'menyeluruh', 'tau2', 'nanti', 'ada', 'korban', 'tergeletak', 'mati', 'suspek', 'corona', 'ngeri'];saya khawatir test covid number belum menyeluruh tau2 nanti ada korban tergeletak mati suspek corona ngeri;khawatir test covid number seluruh tau2 ada korban geletak mati suspek corona ngeri
30;30.0;Ada yang kek gue saking fokus sama berita soal covid hari ini siap siap kerja padahalan tanggal merah .yalord;-2.0;ada yang kek gue saking fokus sama berita soal covid hari ini siap siap kerja padahalan tanggal merah yalord;['ada', 'yang', 'kek', 'gue', 'saking', 'fokus', 'sama', 'berita', 'soal', 'covid', 'hari', 'ini', 'siap', 'siap', 'kerja', 'padahalan', 'tanggal', 'merah', 'yalord'];['ada', 'yang', 'kayak', 'saya', 'saking', 'fokus', 'sama', 'berita', 'soal', 'covid', 'hari', 'ini', 'siap', 'siap', 'kerja', 'padahalan', 'tanggal', 'merah', 'yalord'];['ada', 'yang', 'kayak', 'saya', 'saking', 'fokus', 'sama', 'berita', 'soal', 'covid', 'hari', 'ini', 'siap', 'siap', 'kerja', 'padahalan', 'tanggal', 'merah', 'yalord'];ada yang kayak saya saking fokus sama berita soal covid hari ini siap siap kerja padahalan tanggal merah yalord;yang kayak saking fokus sama berita soal covid hari siap siap kerja padahal tanggal merah yalord
31;31.0;Berarti dah lama gak gitaran, mungkin mau bikin album lagu buat Corona Covid Yudhoyono.;-1.0;berarti dah lama gak gitaran mungkin mau bikin album lagu buat corona covid yudhoyono;['berarti', 'dah', 'lama', 'gak', 'gitaran', 'mungkin', 'mau', 'bikin', 'album', 'lagu', 'buat', 'corona', 'covid', 'yudhoyono'];['berarti', 'sudah', 'lama', 'tidak', 'gitaran', 'mungkin', 'mau', 'membuat', 'album', 'lagu', 'buat', 'corona', 'covid', 'yudhoyono'];['berarti', 'sudah', 'lama', 'tidak', 'gitaran', 'mungkin', 'mau', 'membuat', 'album', 'lagu', 'buat', 'corona', 'covid', 'yudhoyono'];berarti sudah lama tidak gitaran mungkin mau membuat album lagu buat corona covid yudhoyono;arti lama gitar mungkin mau buat album lagu buat corona covid yudhoyono
32;32.0;Berat Mbah, terlalu banyak kemungkinan  Sedang haid gak ndang mampet, Jualan online gak payu-payu, Lagi horny sing lanang mumet covid, Sudah masak enak dapat berkatan yg lebih enak, Sariawan,Loro untu,Keputihan,Murus ilate kecakot  Bengese anyar  Masker kerlisut Dst...;-1.0;berat mbah terlalu banyak kemungkinan sedang haid gak ndang mampet jualan online gak payu payu lagi horny sing lanang mumet covid sudah masak enak dapat berkatan yg lebih enak sariawan loro untu keputihan murus ilate kecakot bengese anyar masker kerlisut dst;['berat', 'mbah', 'terlalu', 'banyak', 'kemungkinan', 'sedang', 'haid', 'gak', 'ndang', 'mampet', 'jualan', 'online', 'gak', 'payu', 'payu', 'lagi', 'horny', 'sing', 'lanang', 'mumet', 'covid', 'sudah', 'masak', 'enak', 'dapat', 'berkatan', 'yg', 'lebih', 'enak', 'sariawan', 'loro', 'untu', 'keputihan', 'murus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst'];['berat', 'mbah', 'terlalu', 'banyak', 'kemungkinan', 'sedang', 'haid', 'tidak', 'ndang', 'mampet', 'jualan', 'online', 'tidak', 'payu', 'payu', 'lagi', 'horny', 'sing', 'lanang', 'pusing', 'covid', 'sudah', 'masak', 'enak', 'dapat', 'berkatan', 'yang', 'lebih', 'enak', 'sariawan', 'loro', 'untu', 'keputihan', 'murus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst'];['berat', 'mbah', 'terlalu', 'banyak', 'kemungkinan', 'sedang', 'haid', 'tidak', 'ndang', 'mampet', 'jualan', 'online', 'tidak', 'payu', 'payu', 'lagi', 'horny', 'sing', 'lanang', 'pusing', 'covid', 'sudah', 'masak', 'enak', 'dapat', 'berkatan', 'yang', 'lebih', 'enak', 'sariawan', 'loro', 'untu', 'keputihan', 'murus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst'];berat mbah terlalu banyak kemungkinan sedang haid tidak ndang mampet jualan online tidak payu payu lagi horny sing lanang pusing covid sudah masak enak dapat berkatan yang lebih enak sariawan loro untu keputihan murus ilate kecakot bengese anyar masker kerlisut dst;berat mbah terlalu banyak mungkin sedang haid ndang mampet jual online payu payu horny sing lanang pusing covid masak enak berkat lebih enak sariawan loro untu putih murus ilate kecakot bengese anyar masker kerlisut
33;33.0;Amalkan langkah-langkah pencegahan penularan COVID-19 sebagai amalan dalam kehidupan seharian kita.;2.0;amalkan langkah langkah pencegahan penularan covid number sebagai amalan dalam kehidupan seharian kita;['amalkan', 'langkah', 'langkah', 'pencegahan', 'penularan', 'covid', 'number', 'sebagai', 'amalan', 'dalam', 'kehidupan', 'seharian', 'kita'];['amalkan', 'langkah', 'langkah', 'pencegahan', 'penularan', 'covid', 'number', 'sebagai', 'amalan', 'dalam', 'kehidupan', 'seharian', 'kita'];['amalkan', 'langkah', 'langkah', 'pencegahan', 'penularan', 'covid', 'number', 'sebagai', 'amalan', 'dalam', 'kehidupan', 'seharian', 'kita'];amalkan langkah langkah pencegahan penularan covid number sebagai amalan dalam kehidupan seharian kita;amal langkah langkah cegah tular covid number amal hidup hari
34;34.0;Kementerian Agama Provinsi Papua Barat, Azis Hegemur mengatakan, Umat Islam di Provinsi Papua Barat diimbau agar tidak menolak pemakaman jenazah pasien positifcterjangkit Covid-19. OPM;-2.0;kementerian agama provinsi papua barat azis hegemur mengatakan umat islam di provinsi papua barat diimbau agar tidak menolak pemakaman jenazah pasien positifcterjangkit covid number opm;['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'mengatakan', 'umat', 'islam', 'di', 'provinsi', 'papua', 'barat', 'diimbau', 'agar', 'tidak', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifcterjangkit', 'covid', 'number', 'opm'];['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'mengatakan', 'umat', 'islam', 'di', 'provinsi', 'papua', 'barat', 'diimbau', 'agar', 'tidak', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifcterjangkit', 'covid', 'number', 'opm'];['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'mengatakan', 'umat', 'islam', 'di', 'provinsi', 'papua', 'barat', 'diimbau', 'agar', 'tidak', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifcterjangkit', 'covid', 'number', 'opm'];kementerian agama provinsi papua barat azis hegemur mengatakan umat islam di provinsi papua barat diimbau agar tidak menolak pemakaman jenazah pasien positifcterjangkit covid number opm;menteri agama provinsi papua barat azis hegemur kata umat islam provinsi papua barat imbau tidak tolak makam jenazah pasien positifcterjangkit covid number opm
35;35.0;Bumi..Maafkan Kami..Yang Tak Pernah Sadar.. Bahwa Kau Juga Butuh Istirahat.. ;-1.0;bumi maafkan kami yang tak pernah sadar bahwa kau juga butuh istirahat;['bumi', 'maafkan', 'kami', 'yang', 'tak', 'pernah', 'sadar', 'bahwa', 'kau', 'juga', 'butuh', 'istirahat'];['bumi', 'maafkan', 'kami', 'yang', 'tak', 'pernah', 'sadar', 'bahwa', 'kau', 'juga', 'butuh', 'istirahat'];['bumi', 'maafkan', 'kami', 'yang', 'tak', 'pernah', 'sadar', 'bahwa', 'kau', 'juga', 'butuh', 'istirahat'];bumi maafkan kami yang tak pernah sadar bahwa kau juga butuh istirahat;bumi maaf yang tak pernah sadar kau butuh istirahat
36;36.0;Kalau ga ada covid, jam segini gue udah mulai pendakian dari pos Cangkuang;-1.0;kalau ga ada covid jam segini gue udah mulai pendakian dari pos cangkuang;['kalau', 'ga', 'ada', 'covid', 'jam', 'segini', 'gue', 'udah', 'mulai', 'pendakian', 'dari', 'pos', 'cangkuang'];['kalau', 'tidak', 'ada', 'covid', 'jam', 'segini', 'saya', 'sudah', 'mulai', 'pendakian', 'dari', 'pos', 'cangkuang'];['kalau', 'tidak', 'ada', 'covid', 'jam', 'segini', 'saya', 'sudah', 'mulai', 'pendakian', 'dari', 'pos', 'cangkuang'];kalau tidak ada covid jam segini saya sudah mulai pendakian dari pos cangkuang;kalau ada covid jam gin sudah mulai daki pos cangkuang
37;37.0;"Developers biang rusuh. Proyek konstruksi swasta termasuk yg dikecualikan untuk ""freeze"" dlm psbb dki oleh gub , pdhl dlm permenkes tdk termasuk yg dikecualikan. Juga, proyek-2 konstruksi besar berpotensi menjadi kluster penyebaran covid krn padat. Bijimane nih?";1.0;developers biang rusuh proyek konstruksi swasta termasuk yg dikecualikan untuk freeze dlm psbb dki oleh gub pdhl dlm permenkes tdk termasuk yg dikecualikan juga proyek number konstruksi besar berpotensi menjadi kluster penyebaran covid krn padat bijimane nih;['developers', 'biang', 'rusuh', 'proyek', 'konstruksi', 'swasta', 'termasuk', 'yg', 'dikecualikan', 'untuk', 'freeze', 'dlm', 'psbb', 'dki', 'oleh', 'gub', 'pdhl', 'dlm', 'permenkes', 'tdk', 'termasuk', 'yg', 'dikecualikan', 'juga', 'proyek', 'number', 'konstruksi', 'besar', 'berpotensi', 'menjadi', 'kluster', 'penyebaran', 'covid', 'krn', 'padat', 'bijimane', 'nih'];['developers', 'biang', 'rusuh', 'proyek', 'konstruksi', 'swasta', 'termasuk', 'yang', 'dikecualikan', 'untuk', 'freeze', 'dalam', 'psbb', 'dki', 'oleh', 'gub', 'padahal', 'dalam', 'permenkes', 'tidak', 'termasuk', 'yang', 'dikecualikan', 'juga', 'proyek', 'number', 'konstruksi', 'besar', 'berpotensi', 'menjadi', 'kluster', 'penyebaran', 'covid', 'karena', 'padat', 'bijimane', 'ini'];['developers', 'biang', 'rusuh', 'proyek', 'konstruksi', 'swasta', 'termasuk', 'yang', 'dikecualikan', 'untuk', 'freeze', 'dalam', 'psbb', 'dki', 'oleh', 'gub', 'padahal', 'dalam', 'permenkes', 'tidak', 'termasuk', 'yang', 'dikecualikan', 'juga', 'proyek', 'number', 'konstruksi', 'besar', 'berpotensi', 'menjadi', 'kluster', 'penyebaran', 'covid', 'karena', 'padat', 'bijimane', 'ini'];developers biang rusuh proyek konstruksi swasta termasuk yang dikecualikan untuk freeze dalam psbb dki oleh gub padahal dalam permenkes tidak termasuk yang dikecualikan juga proyek number konstruksi besar berpotensi menjadi kluster penyebaran covid karena padat bijimane ini;developers biang rusuh proyek konstruksi swasta masuk kecuali freeze psbb dki gub padahal permenkes masuk kecuali proyek number konstruksi besar potensi jadi kluster sebar covid padat bijimane
38;38.0;Kalau tidak dimulai dari diri sendiri, mana mungkin.Yukkk...kita putus mata rantai penyemangat Covid-19 di Indonesia dimulai dari diri sendiri.;2.0;kalau tidak dimulai dari diri sendiri mana mungkin yukkk kita putus mata rantai penyemangat covid number di indonesia dimulai dari diri sendiri;['kalau', 'tidak', 'dimulai', 'dari', 'diri', 'sendiri', 'mana', 'mungkin', 'yukkk', 'kita', 'putus', 'mata', 'rantai', 'penyemangat', 'covid', 'number', 'di', 'indonesia', 'dimulai', 'dari', 'diri', 'sendiri'];['kalau', 'tidak', 'dimulai', 'dari', 'diri', 'sendiri', 'mana', 'mungkin', 'yukkk', 'kita', 'putus', 'mata', 'rantai', 'penyemangat', 'covid', 'number', 'di', 'indonesia', 'dimulai', 'dari', 'diri', 'sendiri'];['kalau', 'tidak', 'dimulai', 'dari', 'diri', 'sendiri', 'mana', 'mungkin', 'yukkk', 'kita', 'putus', 'mata', 'rantai', 'penyemangat', 'covid', 'number', 'di', 'indonesia', 'dimulai', 'dari', 'diri', 'sendiri'];kalau tidak dimulai dari diri sendiri mana mungkin yukkk kita putus mata rantai penyemangat covid number di indonesia dimulai dari diri sendiri;kalau mulai diri sendiri mana mungkin yukkk putus mata rantai semangat covid number indonesia mulai diri sendiri
